invoice_no,Quantity,Revenue,segment
558565,105,102.01,2
558566,8,28.380000000000003,2
558567,160,263.1,2
558568,183,316.2,2
558569,2,5.1,2
558570,130,142.52,2
558571,406,610.58,0
558572,120,228.1,2
558573,8,30.0,2
558574,36,77.03999999999999,2
558608,94,181.1,2
558610,19,24.08,2
558611,34,57.900000000000006,2
558613,316,515.96,0
558614,1202,2146.03,1
558616,147,184.4,2
558619,218,288.86,2
558620,46,132.5,2
558621,388,241.36,0
558622,33,120.05000000000001,2
558623,102,148.9,2
558625,190,301.06,2
558626,46,77.28,2
558627,4,9.36,2
558628,482,687.3,0
558629,24,32.4,2
558630,293,500.87,0
558631,67,161.89000000000001,2
558632,265,259.02,2
558633,144,245.15,2
558634,36,247.8,2
558635,42,91.22,2
558636,57,120.65,2
558637,393,203.85999999999999,0
558638,200,376.28000000000003,2
558639,152,360.8,2
558640,81,88.5,2
558641,308,594.44,0
558642,143,297.25,2
558643,202,410.90000000000003,2
558647,206,371.74,2
558653,12,17.4,2
558671,150,263.7,2
558679,81,124.89999999999999,2
558680,28,125.57,2
558681,31,140.47,2
558682,76,295.31,2
558683,52,230.49,2
558684,395,801.6800000000001,0
558685,108,276.8,2
558686,135,166.3,2
558687,158,197.3,2
558696,301,526.65,0
558697,1,4.95,2
558699,76,117.32,2
558700,207,244.38,2
558701,11,9.45,2
558702,80,151.62,2
558703,230,217.5,2
558704,275,539.85,0
558705,34,37.78,2
558707,118,96.61,2
558708,6,10.76,2
558709,325,543.58,0
558710,12,17.96,2
558711,13,18.830000000000002,2
558713,50,51.739999999999995,2
558714,133,96.95,2
558717,24,30.0,2
558718,112,117.68,2
558719,12,6.6000000000000005,2
558720,1,8.25,2
558721,1,8.25,2
558729,160,248.39999999999998,2
558731,540,796.83,0
558734,3,9.75,2
558737,4,13.370000000000001,2
558738,298,377.3,0
558740,28,111.7,2
558746,143,215.75,2
558747,37,143.71,2
558748,71,115.75,2
558749,29,155.34,2
558750,257,450.81,0
558751,187,354.94,2
558752,144,247.01,2
558754,196,283.17,2
558755,25,41.75,2
558756,92,294.3,2
558757,86,131.06,2
558758,40,99.14,2
558759,150,239.96,2
558760,158,247.25,2
558761,100,169.8,2
558762,37,122.28,2
558763,160,209.52,2
558765,58,95.4,2
558766,107,306.33000000000004,2
558767,111,321.45,2
558768,15,58.650000000000006,2
558769,97,110.24000000000001,2
558770,56,65.95,2
558771,332,323.68,0
558772,68,146.96,2
558773,26,86.02,2
558774,746,1572.8799999999999,0
558777,648,1364.3799999999999,0
558778,312,457.3,0
558779,48,100.8,2
558808,45,109.44,2
558809,54,180.02,2
558810,109,417.94,2
558811,40,120.38,2
558812,328,528.0,0
558813,184,291.48,2
558814,134,209.98,2
558835,30,101.14999999999999,2
558837,89,288.98,2
558860,127,235.93,2
558861,480,1005.48,0
558862,716,1400.96,0
558863,124,215.02,2
558864,364,687.49,0
558865,80,136.8,2
558867,38,88.33,2
558868,198,216.98,2
558869,19,20.95,2
558872,76,248.20000000000002,2
558873,116,253.2,2
558874,43,60.58,2
558875,79,135.23,2
558876,189,345.72,2
558877,210,237.45,2
558878,85,126.62,2
558879,204,369.56,2
558880,4,19.8,2
558881,705,829.58,0
558885,107,210.05,2
558886,22,49.5,2
558887,218,415.40000000000003,2
558888,278,605.48,0
558891,24,70.80000000000001,2
558892,249,251.57999999999998,2
558893,88,62.599999999999994,2
558894,18,101.10000000000001,2
558896,13,21.45,2
558900,31,56.95,2
558902,243,409.81,0
558904,851,1672.83,1
558906,471,403.46,0
558908,177,316.47,2
558909,24,50.400000000000006,2
558910,12,45.0,2
558911,138,189.84,2
558912,25,31.25,2
558916,138,460.18,2
558918,20,65.0,2
558919,235,455.45,0
558920,34,104.34,2
558921,10,20.8,2
558922,40,157.4,2
558923,18,77.10000000000001,2
558924,80,111.28,2
558925,12,17.4,2
558926,185,400.91,2
558927,181,324.17,2
558933,55,139.95,2
558959,90,337.09999999999997,2
558963,62,135.7,2
558964,99,139.65,2
558970,105,108.84,2
558990,40,51.36,2
558991,39,85.13,2
558992,211,317.07,2
558993,262,402.26,0
558994,44,108.03999999999999,2
558995,213,311.82,2
558996,40,103.98,2
558999,91,207.6,2
559000,103,227.13,2
559001,24,159.8,2
559004,180,389.32,2
559005,70,113.54,2
559006,114,226.0,2
559009,202,412.18,2
559010,14,53.300000000000004,2
559011,289,674.6700000000001,0
559013,6,35.7,2
559014,177,246.1,2
559015,111,315.3,2
559016,104,312.8,2
559017,128,196.07,2
559018,41,141.97,2
559020,13,18.740000000000002,2
559021,34,128.7,2
559024,108,130.2,2
559025,93,199.85,2
559027,246,296.3,2
559028,234,330.6,2
559029,24,19.92,2
559032,322,517.5600000000001,0
559034,260,369.85,0
559035,56,79.68,2
559036,318,572.5,0
559038,316,1362.87,0
559039,63,239.0,2
559040,20,78.38,2
559041,14,50.8,2
559042,32,152.06,2
559043,92,368.21999999999997,2
559045,114,178.74,2
559046,14,54.9,2
559047,82,117.1,2
559051,438,834.49,0
559052,1435,3051.3,1
559055,1259,2798.17,1
559056,252,281.32,2
559057,344,480.64000000000004,0
559058,400,511.34,0
559060,88,182.8,2
559061,135,197.24,2
559062,180,102.36,2
559063,90,117.84,2
559064,96,210.34,2
559068,79,181.69,2
559070,75,110.55000000000001,2
559091,40,46.339999999999996,2
559092,99,197.22,2
559095,300,391.62,0
559097,54,93.88000000000001,2
559106,63,128.1,2
559107,114,127.53,2
559109,76,174.98000000000002,2
559112,37,96.35000000000001,2
559120,212,365.33,2
559121,241,280.1,2
559122,418,400.14,0
559123,61,119.54,2
559124,120,275.8,2
559125,211,437.38,2
559126,10,14.5,2
559127,15,31.5,2
559128,103,193.29,2
559129,66,99.5,2
559130,36,98.75999999999999,2
559131,13,66.9,2
559132,149,227.15,2
559133,437,467.17,0
559134,540,874.8199999999999,0
559135,102,106.5,2
559137,8,5.2,2
559138,173,215.74,2
559139,38,172.8,2
559141,80,146.91,2
559142,94,249.42000000000002,2
559143,23,55.04,2
559144,161,312.75,2
559145,54,190.14,2
559146,217,481.65000000000003,0
559148,24,30.0,2
559150,54,163.14,2
559151,24,61.8,2
559152,53,76.95,2
559153,166,304.14,2
559154,30,57.400000000000006,2
559155,358,206.96,0
559156,24,79.62,2
559157,165,290.03000000000003,2
559158,159,166.65,2
559160,150,235.82,2
559161,4,7.35,2
559162,609,1124.1399999999999,0
559163,639,1434.05,0
559164,6,17.700000000000003,2
559165,10,10.74,2
559166,24,1.44,2
559167,82,302.41,2
559168,76,145.96,2
559169,111,59.46,2
559170,85,169.4,2
559171,193,360.61,2
559172,12,65.4,2
559173,207,288.27,2
559174,456,411.64,0
559185,12,19.8,2
559187,11,46.75,2
559199,148,382.36,2
559200,231,338.41,2
559201,15,27.75,2
559202,531,691.05,0
559205,12,11.4,2
559206,12,11.4,2
559254,118,210.5,2
559256,456,819.0,0
559289,255,433.25,0
559293,15,28.880000000000003,2
559295,137,217.11,2
559297,404,403.53000000000003,0
559298,276,456.44,0
559299,200,229.14,2
559300,148,208.62,2
559301,163,321.85,2
559302,22,48.95,2
559304,6,2.34,2
559305,66,110.9,2
559306,82,171.45,2
559307,238,353.13,2
559308,158,298.86,2
559310,234,467.16,0
559311,544,1274.16,0
559312,5,33.75,2
559313,56,208.20000000000002,2
559316,142,258.6,2
559317,137,285.83,2
559318,129,119.73,2
559319,24,10.08,2
559320,88,134.86,2
559321,237,322.12,2
559323,40,60.8,2
559325,50,110.39999999999999,2
559326,133,191.94,2
559327,96,203.46,2
559328,108,163.8,2
559329,138,103.94,2
559330,300,365.25,0
559331,214,349.92,2
559332,40,130.2,2
559336,20,44.84,2
559337,638,1372.9,0
559338,746,1525.27,0
559339,24,15.6,2
559340,66,308.58000000000004,2
559341,214,443.2,2
559342,276,532.92,0
559343,1,4.25,2
559346,138,182.26,2
559349,181,262.17,2
559350,175,295.38,2
559352,19,46.85,2
559354,216,332.4,2
559355,56,80.75999999999999,2
559356,382,790.3000000000001,0
559357,410,1902.94,0
559358,46,72.86,2
559359,52,83.9,2
559360,66,94.64,2
559361,2,8.9,2
559362,396,629.64,0
559363,71,157.81,2
559364,376,746.8000000000001,0
559366,192,379.96,2
559367,138,283.24,2
559368,125,225.95,2
559369,184,314.02,2
559370,175,171.59,2
559371,51,205.77,2
559372,280,609.88,0
559401,92,151.81,2
559418,316,468.46,0
559419,24,90.0,2
559420,78,148.82,2
559421,154,255.3,2
559422,135,248.75,2
559424,391,592.5500000000001,0
559436,91,68.59,2
559441,160,215.4,2
559455,264,251.9,2
559456,12,17.4,2
559457,306,688.9200000000001,0
559459,33,74.1,2
559460,182,240.46,2
559462,15,31.25,2
559463,5,28.35,2
559464,483,227.99,0
559465,50,111.3,2
559466,150,75.2,2
559469,107,235.37,2
559471,146,159.70000000000002,2
559472,2,9.2,2
559477,74,170.9,2
559488,97,364.63,2
559489,49,144.79,2
559490,1,3.29,2
559491,111,385.12,2
559492,38,148.57999999999998,2
559493,78,317.44,2
559494,47,144.45,2
559496,7,21.4,2
559497,78,332.24,2
559499,290,966.93,0
559501,10,29.6,2
559504,21,35.33,2
559505,136,194.3,2
559506,742,1391.19,0
559507,54,89.11,2
559508,29,74.02,2
559509,20,31.74,2
559510,354,635.4200000000001,0
559511,3,2.37,2
559512,155,267.06,2
559513,69,145.57,2
559514,28,111.45,2
559515,29,100.15,2
559517,10,32.93,2
559518,65,227.12,2
559520,1,4.95,2
559521,372,552.16,0
559522,1,5.95,2
559523,41,85.21000000000001,2
559524,12,45.0,2
559525,146,314.65000000000003,2
559526,61,115.72,2
559527,64,120.62,2
559528,140,319.27,2
559529,142,278.1,2
559532,29,13.01,2
559535,133,208.67,2
559536,235,198.56,2
559537,37,64.83,2
559538,133,251.59,2
559539,37,67.63,2
559542,312,381.78,0
559543,34,38.98,2
559544,39,37.03,2
559545,181,288.42,2
559546,124,598.0,2
559547,241,365.42,2
559548,338,187.62,0
559549,195,234.04,2
559550,60,110.95000000000002,2
559551,68,96.28,2
559552,118,242.3,2
559553,168,258.4,2
559554,144,642.6,0
559555,104,72.56,2
559556,12,34.68,2
559557,753,1037.51,0
559605,62,213.06,2
559606,67,97.16000000000001,2
559607,140,405.04,2
559609,12,17.4,2
559629,84,212.56,2
559636,9,47.550000000000004,2
559638,20,42.0,2
559639,168,329.76,2
559640,10,36.42,2
559641,244,290.74,2
559652,199,311.25,2
559653,90,164.22,2
559654,328,816.12,0
559656,126,178.38000000000002,2
559657,44,21.96,2
559658,24,30.0,2
559660,43,110.23,2
559661,42,213.70000000000002,2
559662,154,299.7,2
559665,161,286.3,2
559668,254,205.74,2
559669,155,290.07,2
559671,54,106.45,2
559672,452,512.99,0
559673,345,1020.9,0
559674,235,321.1,2
559676,456,1112.1200000000001,0
559677,4,15.0,2
559678,63,181.85,2
559679,365,710.23,0
559680,242,321.24,2
559682,25,32.95,2
559684,138,373.40000000000003,2
559685,48,60.6,2
559686,117,120.98,2
559687,76,34.45,2
559688,4,5.8,2
559689,48,66.75,2
559690,12,25.200000000000003,2
559691,394,526.36,0
559692,23,28.009999999999998,2
559693,829,1653.97,1
559694,4,9.100000000000001,2
559696,53,156.85,2
559697,28,59.63,2
559698,279,463.92,0
559699,72,124.80000000000001,2
559704,225,374.92,2
559706,167,307.18,2
559707,96,384.96000000000004,2
559708,57,116.55000000000001,2
559709,40,150.0,2
559710,124,173.60000000000002,2
559711,89,204.35,2
559715,180,165.72,2
559733,186,264.79,2
559745,47,113.07,2
559746,119,260.43,2
559751,96,114.91,2
559768,72,197.52000000000004,2
559774,69,119.19,2
559782,152,243.51999999999998,2
559783,144,241.56,2
559784,80,282.2,2
559791,126,332.1,2
559793,23,24.380000000000003,2
559794,375,439.78,0
559795,28,35.0,2
559796,228,874.8299999999999,0
559797,252,267.04,2
559798,72,58.32,2
559799,10,36.28,2
559800,38,184.34,2
559801,36,147.54999999999998,2
559802,91,384.56,2
559804,326,305.46000000000004,0
559805,1,3.95,2
559806,176,300.36,2
559807,225,342.42,2
559809,140,229.81,2
559810,27,71.65,2
559811,142,271.1,2
559812,195,291.94,2
559813,356,723.0600000000001,0
559814,238,370.16,2
559816,1125,2372.31,1
559817,626,1290.22,0
559818,50,152.9,2
559819,116,238.7,2
559821,23,97.55000000000001,2
559823,32,52.8,2
559824,91,187.65,2
559826,20,31.8,2
559827,84,208.56,2
559828,2,7.9,2
559831,240,416.90000000000003,0
559834,146,214.3,2
559836,287,445.67,0
559861,10,21.85,2
559862,252,341.92,2
559863,172,340.19,2
559864,273,344.27,0
559865,262,354.0,0
559866,536,495.52,0
559872,60,47.24,2
559876,207,240.1,2
559877,35,100.77,2
559878,95,311.7,2
559879,2,5.1,2
559881,84,142.73,2
559883,34,37.46,2
559884,408,419.44,0
559885,60,69.72,2
559886,12,35.400000000000006,2
559887,97,162.75,2
559888,200,311.92,2
559889,42,164.7,2
559890,12,30.6,2
559893,209,395.71999999999997,2
559894,396,390.65,0
559895,86,154.68,2
559896,44,128.1,2
559897,262,570.01,0
559898,197,343.13,2
559899,88,193.76,2
559900,36,75.0,2
559901,17,23.25,2
559902,95,103.28,2
559903,186,283.25,2
559904,244,472.22,0
559905,17,33.29,2
559906,75,185.85000000000002,2
559907,527,834.98,0
559909,289,313.92,0
559910,14,35.6,2
559911,104,270.9,2
559912,206,287.28000000000003,2
559913,12,17.4,2
559914,117,417.36,2
559916,18,42.54,2
559918,297,448.6,0
559920,24,61.2,2
559921,144,252.20000000000002,2
559922,232,326.48,2
559923,773,1779.1399999999999,1
559924,3,23.85,2
559925,57,184.85,2
559926,24,39.6,2
559927,36,97.79999999999998,2
559928,509,1232.07,0
559929,266,183.9,2
559930,282,383.22,0
559931,87,172.05,2
559932,6,17.700000000000003,2
559933,176,204.8,2
559934,162,290.88,2
559937,205,452.85,2
559938,32,80.16000000000001,2
559940,10,37.5,2
559944,48,367.2,2
559948,373,661.91,0
559951,118,284.40000000000003,2
559979,222,265.54,2
559980,53,161.75,2
559981,241,490.99,0
559982,49,127.55,2
559984,152,176.36,2
559985,122,159.06,2
559986,55,98.45,2
559987,120,109.19999999999999,2
559988,47,140.42000000000002,2
559989,173,453.69,2
559990,46,87.3,2
559991,22,74.60000000000001,2
559993,127,117.64,2
560010,276,285.0,2
560018,125,145.96,2
560024,167,226.97,2
560025,98,137.39000000000001,2
560026,91,116.55,2
560032,2,2.5,2
560033,423,835.19,0
560034,113,300.99,2
560035,657,1534.47,0
560036,422,743.9200000000001,0
560038,152,378.08,2
560041,159,434.97,2
560042,88,170.45,2
560047,132,213.28,2
560048,125,106.66,2
560049,179,419.67,2
560050,12,22.44,2
560051,132,241.2,2
560052,248,413.64,0
560053,112,158.64000000000001,2
560078,181,372.49,2
560079,352,348.8,0
560086,186,296.3,2
560088,196,121.7,2
560089,31,52.58,2
560090,440,997.1899999999999,0
560093,80,189.24,2
560094,47,128.0,2
560095,5,17.75,2
560096,12,95.4,2
560097,184,309.14,2
560098,49,119.38,2
560101,71,105.0,2
560102,92,246.22,2
560103,42,80.51,2
560104,84,155.51,2
560105,173,193.53,2
560106,299,488.43,0
560107,172,335.3,2
560108,42,208.5,2
560109,52,28.92,2
560115,71,172.3,2
560117,16,29.34,2
560118,242,379.16,2
560119,106,317.1,2
560120,475,743.03,0
560121,3,9.65,2
560122,12,15.0,2
560125,62,124.18,2
560145,270,559.54,0
560180,53,134.07,2
560181,40,54.96,2
560182,3,16.35,2
560183,32,69.6,2
560184,54,52.980000000000004,2
560185,60,150.60000000000002,2
560186,24,84.21000000000001,2
560188,30,49.5,2
560190,72,151.20000000000002,2
560191,16,60.0,2
560200,24,30.0,2
560201,36,121.8,2
560202,113,679.0500000000001,2
560203,89,190.8,2
560204,36,154.20000000000002,2
560205,10,16.5,2
560207,107,229.25,2
560209,514,888.4,0
560210,15,47.65,2
560211,262,410.76,0
560212,117,170.47,2
560217,1,0.79,2
560222,165,231.39000000000001,2
560223,66,146.89,2
560224,173,340.77,2
560225,829,1739.02,1
560228,515,222.45,0
560229,114,155.3,2
560230,105,309.23,2
560231,35,143.85,2
560232,114,238.4,2
560233,114,161.32999999999998,2
560234,94,107.7,2
560235,82,159.7,2
560236,12,35.400000000000006,2
560237,13,49.550000000000004,2
560238,208,307.5,2
560239,691,1097.86,0
560240,96,216.37,2
560241,6,35.7,2
560244,168,252.41,2
560245,162,214.19,2
560246,108,244.10000000000002,2
560247,34,111.89999999999999,2
560248,233,388.49,2
560249,208,189.49,2
560250,117,259.79,2
560251,127,311.01,2
560252,60,105.92,2
560253,190,429.24,2
560254,238,202.74,2
560255,337,656.26,0
560256,67,132.26,2
560257,127,255.85,2
560258,70,160.5,2
560259,437,515.77,0
560260,68,157.04,2
560261,135,170.31,2
560262,73,182.43,2
560263,28,48.46000000000001,2
560264,147,322.93,2
560265,499,413.38,0
560266,60,262.2,2
560267,28,82.6,2
560268,99,171.89000000000001,2
560269,28,59.36,2
560270,97,120.83,2
560271,193,341.35,2
560272,46,132.10000000000002,2
560273,168,286.28000000000003,2
560274,63,74.73,2
560275,4,15.0,2
560276,37,74.81,2
560277,53,89.19,2
560278,91,156.39000000000001,2
560279,59,135.85,2
560280,24,70.80000000000001,2
560281,97,139.93,2
560282,43,161.25,2
560283,97,191.97,2
560284,134,204.54,2
560285,378,641.7,0
560286,20,135.0,2
560287,41,89.99,2
560288,228,334.1,2
560290,43,176.75,2
560291,57,255.35,2
560292,40,156.15,2
560293,89,277.3,2
560294,17,68.15,2
560295,112,250.8,2
560296,76,284.58,2
560297,7,41.05,2
560298,80,337.76,2
560299,394,477.20000000000005,0
560300,878,776.18,0
560302,6,47.7,2
560305,77,188.55,2
560355,14,67.7,2
560356,93,293.31,2
560357,77,121.1,2
560359,296,310.53,0
560360,596,1791.58,0
560361,179,272.81,2
560362,138,150.78,2
560363,80,88.0,2
560364,282,936.9,0
560366,345,377.04,0
560368,382,705.36,0
560381,121,307.15000000000003,2
560383,141,297.15000000000003,2
560385,141,255.59,2
560387,61,159.25,2
560392,68,42.04,2
560393,198,284.64,2
560394,249,471.63,0
560397,204,364.14,2
560398,402,959.34,0
560410,278,409.32,0
560412,132,207.94,2
560415,131,234.17000000000002,2
560416,28,21.72,2
560417,108,147.18,2
560422,160,280.28000000000003,2
560426,200,370.1,2
560432,138,359.3,2
560433,564,1265.97,0
560434,1048,2047.8,1
560437,98,201.62,2
560441,16,63.2,2
560442,35,104.28,2
560443,58,81.0,2
560444,302,443.40000000000003,0
560445,96,468.96000000000004,2
560447,93,336.15,2
560448,352,576.0,0
560449,122,198.1,2
560450,72,90.0,2
560451,640,1011.0,0
560452,32,81.6,2
560453,560,872.5600000000001,0
560454,83,207.35,2
560473,174,483.02000000000004,2
560483,184,200.32,2
560491,60,124.3,2
560494,24,20.4,2
560499,362,345.39,0
560500,52,131.66,2
560501,28,49.8,2
560503,162,312.02,2
560504,2159,3040.73,1
560523,12,19.8,2
560527,324,444.55,0
560534,208,327.06,2
560535,75,124.81,2
560536,81,123.15,2
560537,247,310.59,2
560538,192,306.4,2
560539,216,407.88,2
560544,25,60.650000000000006,2
560545,56,87.6,2
560546,2,11.9,2
560547,230,439.7,0
560549,78,154.5,2
560551,50,109.01,2
560552,116,241.38,2
560553,83,126.35,2
560554,147,283.57,2
560555,112,99.45,2
560557,19,50.53,2
560562,90,172.8,2
560566,190,378.66,2
560567,314,1280.98,0
560568,198,506.64,0
560569,325,441.28000000000003,0
560570,40,36.56,2
560571,433,666.82,0
560576,108,176.57,2
560577,137,426.27000000000004,2
560579,237,511.93,0
560580,487,2279.59,1
560581,24,20.4,2
560584,29,83.89,2
560587,10,60.0,2
560590,759,1200.56,0
560591,1,1.65,2
560596,36,29.880000000000003,2
560598,51,193.95,2
560601,95,176.68,2
560602,217,281.01,2
560603,137,290.21000000000004,2
560604,24,61.2,2
560606,273,279.15,2
560607,8,54.8,2
560634,120,167.04000000000002,2
560635,305,530.73,0
560640,48,154.56,2
560641,36,111.96000000000001,2
560642,66,194.65,2
560644,295,426.67,0
560648,175,710.25,0
560650,332,419.13,0
560686,159,306.37,2
560688,89,153.34,2
560689,110,261.90000000000003,2
560690,298,454.76,0
560691,327,446.24,0
560692,50,88.3,2
560693,66,119.17999999999999,2
560694,327,578.15,0
560696,44,101.09,2
560697,224,173.68,2
560698,165,427.23,2
560700,107,147.76,2
560701,239,272.2,2
560710,9,11.02,2
560711,113,184.73,2
560712,76,116.13,2
560713,56,160.8,2
560714,20,26.25,2
560715,46,120.2,2
560716,547,1249.31,0
560718,245,355.59000000000003,2
560721,24,29.76,2
560723,222,311.15,2
560724,348,442.86,0
560725,54,59.699999999999996,2
560726,90,82.02,2
560727,148,126.58,2
560728,149,274.04,2
560729,332,514.26,0
560731,120,154.56,2
560732,194,326.63,2
560736,190,345.14000000000004,2
560742,132,242.95000000000002,2
560754,204,95.22,2
560755,1,0.35,2
560772,1284,2350.16,1
560773,779,1595.3,0
560775,1,1.25,2
560776,339,390.35,0
560777,54,232.98,2
560778,48,195.68,2
560779,112,422.96,2
560780,119,455.63,2
560781,58,128.82,2
560782,229,271.99,2
560783,330,604.3,0
560790,92,430.20000000000005,2
560791,109,96.89,2
560792,28,127.60000000000001,2
560805,68,120.0,2
560807,308,480.18,0
560820,26,61.910000000000004,2
560824,76,126.07000000000001,2
560826,28,88.2,2
560827,69,209.95,2
560828,738,493.38,0
560829,136,251.92000000000002,2
560833,58,150.86,2
560834,136,260.0,2
560839,21,94.64,2
560841,1438,2029.3400000000001,1
560844,24,74.88,2
560845,128,273.1,2
560853,116,288.26,2
560854,236,257.1,2
560856,392,377.26,0
560859,37,87.30000000000001,2
560861,120,168.8,2
560862,207,262.33,2
560863,54,78.78,2
560864,252,274.08,2
560865,4,31.8,2
560868,22,70.97,2
560870,230,346.22,2
560871,10,20.8,2
560872,221,324.11,2
560873,15,92.25,2
560875,294,606.46,0
560876,348,601.46,0
560878,138,201.18,2
560879,62,64.02,2
560881,18,56.3,2
560882,112,282.71000000000004,2
560883,49,66.55,2
560885,170,175.22,2
560888,78,225.94,2
560891,154,219.46,2
560892,402,715.12,0
560893,122,281.3,2
560894,171,440.45000000000005,2
560895,681,850.8000000000001,0
560896,121,261.23,2
560897,48,139.2,2
560900,3,3.79,2
560901,235,405.17,2
560906,49,141.15,2
560908,80,86.24,2
560911,23,41.1,2
560913,1,4.25,2
560914,88,154.68,2
560915,156,308.6,2
560916,144,195.12,2
560918,421,697.85,0
560920,142,287.47,2
560921,265,281.87,2
560922,146,210.9,2
560925,136,665.6,0
560926,1403,2921.85,1
560927,196,513.4300000000001,0
560928,184,344.46000000000004,2
560929,27,53.79,2
560930,298,276.18,0
560931,52,175.04999999999998,2
560934,272,374.28,0
560937,120,193.77,2
560938,231,853.22,0
560942,134,164.92,2
560972,100,295.20000000000005,2
560974,223,460.33,0
560975,100,167.4,2
560976,126,83.7,2
560977,104,187.32,2
560978,224,304.38,2
560979,332,260.36,0
560980,6,29.700000000000003,2
560988,60,339.0,2
560989,303,669.1700000000001,0
560991,420,659.84,0
560992,63,137.29000000000002,2
560993,6,20.1,2
560994,20,38.16,2
560995,6,5.84,2
560996,462,655.25,0
560997,384,664.76,0
560998,107,182.77,2
560999,45,52.55,2
561000,2,3.3,2
561001,69,208.35000000000002,2
561003,4,23.8,2
561004,51,239.97,2
561005,86,134.44,2
561006,232,469.90000000000003,0
561007,324,539.92,0
561008,96,185.7,2
561009,232,157.2,2
561010,182,149.48,2
561020,112,248.03,2
561021,45,145.51,2
561022,158,241.98,2
561023,24,9.36,2
561024,141,410.05,2
561025,90,169.33,2
561026,175,172.17000000000002,2
561027,72,182.4,2
561028,186,269.95,2
561029,234,376.93,2
561030,110,192.02,2
561031,12,19.8,2
561032,50,91.3,2
561033,270,333.25,0
561034,144,208.77,2
561036,155,280.51,2
561037,467,532.6,0
561038,14,48.7,2
561039,58,144.98000000000002,2
561040,178,467.3,2
561042,256,361.22,0
561043,225,549.9300000000001,0
561044,48,105.60000000000001,2
561045,39,68.55,2
561047,56,45.2,2
561049,12,10.2,2
561050,345,358.5,0
561051,44,312.6,2
561054,116,292.68,2
561056,120,133.76,2
561057,5,11.22,2
561058,74,333.3,2
561060,178,229.14,2
561062,6,19.5,2
561064,14,102.6,2
561065,12,65.6,2
561066,296,206.25,2
561067,12,9.96,2
561068,280,371.39,0
561070,57,136.65,2
561071,280,426.34,0
561072,233,384.29,2
561073,365,804.79,0
561074,134,275.9,2
561075,116,185.0,2
561076,144,322.48,2
561077,395,813.29,0
561078,90,150.1,2
561079,180,283.27,2
561080,87,248.69,2
561081,71,123.89,2
561082,12,5.04,2
561084,281,265.27,2
561085,551,929.53,0
561087,214,261.42,2
561088,30,62.400000000000006,2
561089,39,106.45000000000002,2
561090,20,85.07,2
561091,36,86.67,2
561092,188,211.2,2
561093,504,830.1600000000001,0
561094,406,453.74,0
561095,152,159.78,2
561096,156,273.8,2
561097,196,397.2,2
561098,176,379.84000000000003,2
561099,63,191.95,2
561100,387,302.37,0
561102,240,358.24,2
561105,163,331.95,2
561106,227,471.11,0
561109,20,135.0,2
561111,6,17.700000000000003,2
561112,31,82.04,2
561113,584,792.59,0
561114,346,264.65999999999997,0
561115,108,203.4,2
561116,70,116.0,2
561118,35,102.45000000000002,2
561119,61,148.51,2
561120,90,187.20000000000002,2
561125,246,451.26,0
561128,191,274.94,2
561132,33,65.55000000000001,2
561147,386,248.7,0
561170,14,33.3,2
561189,8,38.400000000000006,2
561190,93,113.95,2
561191,60,70.2,2
561192,159,387.79,2
561193,74,53.4,2
561194,322,476.04,0
561195,463,476.68,0
561196,34,42.540000000000006,2
561197,104,239.70000000000002,2
561199,50,337.5,2
561200,48,80.28,2
561201,36,111.25,2
561202,114,135.0,2
561203,208,267.48,2
561204,143,324.53000000000003,2
561205,227,166.47,2
561206,63,255.11,2
561207,2,7.040000000000001,2
561209,627,1633.8799999999999,0
561214,314,859.74,0
561217,346,942.95,0
561218,288,683.61,0
561219,332,281.04,0
561220,229,413.31,2
561221,61,183.35,2
561222,574,460.04,0
561223,141,152.66,2
561226,96,185.931,2
561231,151,237.55,2
561236,368,645.24,0
561241,210,210.0,2
561242,361,732.6,0
561243,19,36.68,2
561244,54,100.82,2
561245,4,20.62,2
561246,174,195.1,2
561247,581,668.39,0
561248,48,24.96,2
561257,27,64.77,2
561258,353,981.33,0
561259,16,79.19999999999999,2
561280,96,130.8,2
561284,67,87.96000000000001,2
561288,166,136.29,2
561295,60,233.82999999999998,2
561314,112,136.4,2
561320,103,191.89000000000001,2
561321,49,149.31,2
561322,244,250.3,2
561324,264,189.08,2
561325,132,219.53,2
561329,45,111.76,2
561330,305,411.75,0
561331,95,127.61,2
561332,142,593.74,2
561334,42,69.36,2
561352,122,230.9,2
561353,84,208.2,2
561355,166,392.5,2
561356,87,231.35,2
561359,473,517.12,0
561360,92,202.2,2
561363,124,218.44,2
561366,166,310.72,2
561367,204,802.75,0
561369,312,798.14,0
561371,267,758.96,0
561378,106,134.38,2
561381,16,34.28,2
561382,71,155.34,2
561383,203,337.45,2
561384,26,60.7,2
561385,136,135.35999999999999,2
561386,12,9.96,2
561387,112,147.36,2
561388,60,183.48000000000002,2
561389,78,203.58,2
561390,125,239.0,2
561391,234,410.63,2
561393,108,165.0,2
561394,48,144.79999999999998,2
561395,130,245.3,2
561396,474,659.08,0
561398,430,542.1800000000001,0
561399,155,177.74,2
561430,238,306.06,2
561453,96,176.16000000000003,2
561455,92,179.72000000000003,2
561462,10,76.5,2
561463,31,97.86,2
561465,74,132.46,2
561466,55,104.05,2
561467,93,151.95,2
561468,84,180.60000000000002,2
561470,146,175.8,2
561471,218,472.1,0
561472,19,52.05,2
561473,264,544.2,0
561474,57,79.35,2
